2010, 23513.10, 26137.93, 34477.93, 50547.57
2011, 24571.10, 27314.13, 36029.44, 52822.21
2012, 2569.10, 28490.33, 37580.95, 55096.85
2013, 26687.10, 29666.53, 39132.46, 57371.49
2014, 27745.10, 30842.73, 40683.97, 59646.13
2015, 28803.10, 32018.93, 42235.48, 61920.77
2016, 2986.10, 33195.13, 43786.99, 64195.41
2017, 30919.10, 34371.33, 45338.50, 66470.05
2018, 31977.10, 35547.53, 46890.01, 68744.69
2019, 33035.10, 36723.73, 48441.52, 71019.33
2020, 34093.10, 37899.93, 49993.03, 73293.97
